,ts_code,name_x,area,fullname,enname,cnspell,market,list_date,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees,company_abbr_name,name_y,industry,industry_1,industry_2,industry_3,industry_1_code,industry_2_code
543,601138.SH,工业富联,深圳,富士康工业互联网股份有限公司,"Foxconn Industrial Internet Co.,Ltd.",gyfl,主板,20180608,SSE,李军旗,郑弘孟,郭俊宏,1986507.0441,20150306,广东,深圳市,www.fii-foxconn.com,ir@fii-foxconn.com,196159.0,工业富联,工业富联,S270501,电子,电子制造,电子系统组装,S270000,S270500
544,601139.SH,深圳燃气,深圳,深圳市燃气集团股份有限公司,Shenzhen Gas Corporation Ltd.,szrq,主板,20091225,SSE,李真,张小东,杨玺,221409.2211,19960430,广东,深圳市,www.szgas.com.cn,xgq@szgas.com.cn;yangxi@szgas.com.cn,7821.0,深圳燃气,深圳燃气,S410301,公用事业,燃气,燃气,S410000,S410300
545,601155.SH,新城控股,江苏,新城控股集团股份有限公司,"Seazen Holdings Co.,Ltd",xckg,主板,20151204,SSE,王晓松,梁志诚,陈鹏,226358.6139,19960630,江苏,常州市,www.seazen.com.cn,xckg@xincheng.com,29405.0,新城控股,新城控股,S430101,房地产,房地产开发,房地产开发,S430000,S430100
546,601158.SH,重庆水务,重庆,重庆水务集团股份有限公司,"Chongqing Water Group Co.,Ltd.",cqsw,主板,20100329,SSE,郑如彬,廖高尚,吕祥红,480000.0,20010111,重庆,重庆市,www.cncqsw.com,swjtdsb@cqswjt.com,6009.0,重庆水务,重庆水务,S410201,公用事业,水务,水务,S410000,S410200
547,601162.SH,天风证券,湖北,天风证券股份有限公司,"Tianfeng Securities Co.,Ltd",tfzq,主板,20181019,SSE,余磊,王琳晶,诸培宁,866575.7464,20000329,湖北,武汉市,www.tfzq.com,dongban@tfzq.com,3208.0,天风证券,天风证券,S490101,非银金融,证券,证券,S490000,S490100
548,601163.SH,三角轮胎,山东,三角轮胎股份有限公司,"Triangle Tyre Co.,Ltd",sjlt,主板,20160909,SSE,丁木,林小彬,钟丹芳,80000.0,20010222,山东,威海市,www.triangle.com.cn,jqgc@triangle.com.cn,5687.0,三角轮胎,三角轮胎,S220601,化工,橡胶,轮胎,S220000,S220600
549,601166.SH,兴业银行,福建,兴业银行股份有限公司,"Industrial Bank Co.,Ltd.",xyyh,主板,20070205,SSE,吕家进,陶以平,陈信健,2077419.0751,19880822,福建,福州市,www.cib.com.cn,irm@cib.com.cn,54822.0,兴业银行,兴业银行,S480101,银行,银行,银行,S480000,S480100
550,601168.SH,西部矿业,青海,西部矿业股份有限公司,"Western Mining Co.,Ltd.",xbky,主板,20070712,SSE,王海丰,梁彦波,陈斌,238300.0,20001228,青海,西宁市,www.westmining.com,wm@westmining.com;hanym@westmining.com;chenbin@westmining.com,5484.0,西部矿业,西部矿业,S240303,有色金属,工业金属,铅锌,S240000,S240300
551,601169.SH,北京银行,北京,北京银行股份有限公司,"Bank of Beijing Co., Ltd.",bjyh,主板,20070919,SSE,张东宁,杨书剑,刘彦雷,2114298.4272,19960129,北京,北京市,www.bankofbeijing.com.cn,snow@bankofbeijing.com.cn,15558.0,北京银行,北京银行,S480101,银行,银行,银行,S480000,S480100
552,601177.SH,杭齿前进,浙江,杭州前进齿轮箱集团股份有限公司,"Hangzhou Advance Gearbox Group Co., Ltd.",hcqj,主板,20101011,SSE,周焕辉,周焕辉,欧阳建国,40006.0,19970314,浙江,杭州市,www.chinaadvance.com,ouy@chinaadvance.com;stock@chinaadvance.com;hcinfo@chinaadvance.com,2958.0,杭齿前进,杭齿前进,S640102,机械设备,通用机械,机械基础件,S640000,S640100
553,601179.SH,中国西电,陕西,中国西电电气股份有限公司,"China XD Electric Co.,Ltd",zgxd,主板,20100128,SSE,丁小林,赵启,田喜民,512588.2352,20080430,陕西,西安市,www.xdect.com.cn,dsh@xd.com.cn,12220.0,中国西电,中国西电,S630401,电气设备,高低压设备,高压设备,S630000,S630400
554,601186.SH,中国铁建,北京,中国铁建股份有限公司,China Railway Construction Corporation Limited,zgtj,主板,20080310,SSE,汪建平,庄尚标,靖菁,1357954.15,20071105,北京,北京市,www.crcc.cn,ir@crcc.cn,286242.0,中国铁建,中国铁建,S620304,建筑装饰,基础建设,铁路建设,S620000,S620300
555,601188.SH,龙江交通,黑龙江,黑龙江交通发展股份有限公司,"Heilongjiang Transport Development Co.,Ltd",ljjt,主板,20100319,SSE,王庆波,龚宏,戴琦,131587.8571,20100301,黑龙江,哈尔滨市,www.hljjt.com,htdc@hljjt.com,608.0,龙江交通,龙江交通,S420201,交通运输,高速公路,高速公路,S420000,S420200
556,601198.SH,东兴证券,北京,东兴证券股份有限公司,Dongxing Securities Corporation Limited,dxzq,主板,20150226,SSE,魏庆华,张涛,张锋,323244.55199999997,20080528,北京,北京市,www.dxzq.net,dshms@dxzq.net.cn,3015.0,东兴证券,东兴证券,S490101,非银金融,证券,证券,S490000,S490100
557,601199.SH,江南水务,江苏,江苏江南水务股份有限公司,"Jiangsu Jiangnan Water Co.,Ltd.",jnsw,主板,20110317,SSE,华锋,池永,宋立人,93521.0292,20030715,江苏,无锡市,www.jsjnsw.com,master@jsjnsw.com,961.0,江南水务,江南水务,S410201,公用事业,水务,水务,S410000,S410200
558,601200.SH,上海环境,上海,上海环境集团股份有限公司,"Shanghai Environment Group Co., Ltd.",shhj,主板,20170331,SSE,王瑟澜,高炜,董政兵,112185.8543,20040628,上海,上海市,www.smi-envir.com,shhj@shenvir.com,2836.0,上海环境,上海环境,S410401,公用事业,环保工程及服务,环保工程及服务,S410000,S410400
559,601208.SH,东材科技,四川,四川东材科技集团股份有限公司,"Sichuan Em Technology Co.,Ltd.",dckj,主板,20110520,SSE,唐安斌,曹学,陈杰,89818.6112,19941226,四川,绵阳市,www.emtco.cn,chenjie@emtco.cn;zhangyu@emtco.cn;investor@emtco.cn,2048.0,东材科技,东材科技,S220501,化工,塑料,其他塑料制品,S220000,S220500
560,601211.SH,国泰君安,上海,国泰君安证券股份有限公司,"Guotai Junan Securities Co., Ltd.",gtja,主板,20150626,SSE,贺青,王松,喻健,890667.1631,19990818,上海,上海市,www.gtja.com,dshbgs@gtjas.com,15198.0,国泰君安,国泰君安,S490101,非银金融,证券,证券,S490000,S490100
561,601212.SH,白银有色,甘肃,白银有色集团股份有限公司,"Baiyin Nonferrous Group Co., Ltd.",byys,主板,20170215,SSE,王普公,王彬,孙茏,740477.4511,20070706,甘肃,白银市,www.bynmc.com,bygs@bynmc.com;byysjtgf@163.com,14297.0,白银有色,白银有色,S240302,有色金属,工业金属,铜,S240000,S240300
562,601216.SH,君正集团,内蒙,内蒙古君正能源化工集团股份有限公司,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",jzjt,主板,20110222,SSE,张海生,张海生,张杰,843801.7390000001,20030216,内蒙古,乌海市,www.junzhenggroup.com,junzheng@junzhenggroup.com,5509.0,君正集团,君正集团,S220202,化工,化学原料,氯碱,S220000,S220200
563,601218.SH,吉鑫科技,江苏,江苏吉鑫风能科技股份有限公司,"Jiangsu SINOJIT Wind Energy Technology Co., Ltd.",jxkj,主板,20110506,SSE,包振华,朱陶芸,吴捷,97736.0,20031219,江苏,无锡市,www.sinojit.com,jixin@sinojit.com,847.0,吉鑫科技,吉鑫科技,S630302,电气设备,电源设备,风电设备,S630000,S630300
564,601222.SH,林洋能源,江苏,江苏林洋能源股份有限公司,"Jiangsu Linyang Energy Co., Ltd.",lyny,主板,20110808,SSE,陆永华,陆永华,崔东旭,206016.9156,19951106,江苏,南通市,www.linyang.com.cn,dsh@linyang.com.cn,3303.0,林洋能源,林洋能源,S630203,电气设备,电气自动化设备,计量仪表,S630000,S630200
565,601225.SH,陕西煤业,陕西,陕西煤业股份有限公司,Shaanxi Coal Industry Company Limited,sxmy,主板,20140128,SSE,杨照乾,王世斌,张茹敏,969500.0,20081223,陕西,西安市,www.shxcoal.com,shaanxicoal@shccig.com,36344.0,陕西煤业,陕西煤业,S210201,采掘,煤炭开采,煤炭开采,S210000,S210200
566,601226.SH,华电重工,北京,华电重工股份有限公司,"Huadian Heavy Industries Co., Ltd.",hdzg,主板,20141211,SSE,文端超,郭树旺,赵江,116701.0,20081226,北京,北京市,www.hhi.com.cn,hhi@hhi.com.cn,2050.0,华电重工,华电重工,S620404,建筑装饰,专业工程,其他专业工程,S620000,S620400
567,601228.SH,广州港,广东,广州港股份有限公司,Guangzhou Port Company Limited,gzg,主板,20170329,SSE,李益波,邓国生,马楚江,619318.0,20101228,广东,广州市,www.gzport.com,gzgdb@gzport.com,8808.0,广 州 港,广州港,S420101,交通运输,港口,港口,S420000,S420100
568,601229.SH,上海银行,上海,上海银行股份有限公司,"Bank of Shanghai Co., Ltd.",shyh,主板,20161116,SSE,金煜,朱健,李晓红,1420663.7093,19960130,上海,上海市,www.bosc.cn,ir@bosc.cn;webmaster@bosc.cn,13365.0,上海银行,上海银行,S480101,银行,银行,银行,S480000,S480100
569,601231.SH,环旭电子,上海,环旭电子股份有限公司,"Universal Scientific Industrial(Shanghai)Co., Ltd.",hxdz,主板,20120220,SSE,陈昌益,魏镇炎,史金鹏,221017.2782,20030102,上海,上海市,www.usiglobal.com,Public@usiglobal.com,18546.0,环旭电子,环旭电子,S270502,电子,电子制造,电子零部件制造,S270000,S270500
570,601233.SH,桐昆股份,浙江,桐昆集团股份有限公司,"Tongkun Group Co.,Ltd",tkgf,主板,20110518,SSE,陈士良,许金祥,周军,241111.9493,19990927,浙江,嘉兴市,www.zjtkgf.com,freedomshr@126.com;zj@zjtkgf.com,19371.0,桐昆股份,桐昆股份,S220401,化工,化学纤维,涤纶,S220000,S220400
571,601236.SH,红塔证券,云南,红塔证券股份有限公司,"Hongta Securities Co.,Ltd.",htzq,主板,20190705,SSE,沈春晖,沈春晖,沈春晖,471678.7742,20020131,云南,昆明市,www.hongtastock.com,zhaokai@hongtastock.com;investor@hongtastock.com;shench@hongtastock.com,1442.0,红塔证券,红塔证券,S490101,非银金融,证券,证券,S490000,S490100
572,601238.SH,广汽集团,广东,广州汽车集团股份有限公司,"Guangzhou Automobile Group Co., Ltd",gqjt,主板,20120329,SSE,曾庆洪,冯兴亚,眭立,1046395.7657,19970606,广东,广州市,www.gac.com.cn,ir@gac.com.cn,91429.0,广汽集团,广汽集团,S280101,汽车,汽车整车,乘用车,S280000,S280100
573,601288.SH,农业银行,北京,中国农业银行股份有限公司,Agricultural Bank of China Limited,nyyh,主板,20100715,SSE,谷澍,张青松,韩国强,34998303.3873,19861218,北京,北京市,www.abchina.com,ir@abchina.com,454081.0,农业银行,农业银行,S480101,银行,银行,银行,S480000,S480100
574,601298.SH,青岛港,山东,青岛港国际股份有限公司,"Qingdao Port International Co., Ltd.",qdg,主板,20190121,SSE,苏建光,王新泽,孙洪梅,649110.0,20131115,山东,青岛市,www.qingdao-port.com,qggj@qdport.com;shm@qdport.com;dujr.db@qdport.com,8981.0,青 岛 港,青岛港,S420101,交通运输,港口,港口,S420000,S420100
575,601311.SH,骆驼股份,湖北,骆驼集团股份有限公司,"Camel Group Co.,Ltd.",ltgf,主板,20110602,SSE,刘长来,夏诗忠,余爱华,117314.6118,19940702,湖北,襄阳市,www.chinacamel.com,ir@chinacamel.com,6907.0,骆驼股份,骆驼股份,S280201,汽车,汽车零部件,汽车零部件,S280000,S280200
576,601318.SH,中国平安,深圳,中国平安保险(集团)股份有限公司,"Ping An Insurance (Group) Company of China, Ltd.",zgpa,主板,20070301,SSE,马明哲,谢永林,盛瑞生,1828024.1409999998,19880321,广东,深圳市,www.pingan.cn,PR@pingan.com.cn;IR@pingan.com.cn,362035.0,中国平安,中国平安,S490201,非银金融,保险,保险,S490000,S490200
577,601319.SH,中国人保,北京,中国人民保险集团股份有限公司,The People's Insurance Company (Group) of China Limited,zgrb,主板,20181116,SSE,罗熹,王廷科,李祝用,4422399.0583,19960822,北京,北京市,www.picc.com,ir_group@picc.com.cn;picc_group@picc.com.cn,193494.0,中国人保,中国人保,S490201,非银金融,保险,保险,S490000,S490200
578,601326.SH,秦港股份,河北,秦皇岛港股份有限公司,"Qinhuangdao Port Co., Ltd.",qggf,主板,20170816,SSE,曹子玉,杨文胜,马喜平,558741.2,20080331,河北,秦皇岛市,www.portqhd.com,qggf@portqhd.com,11235.0,秦港股份,秦港股份,S420101,交通运输,港口,港口,S420000,S420100
579,601328.SH,交通银行,上海,交通银行股份有限公司,"Bank of Communications Co.,Ltd.",jtyh,主板,20070515,SSE,任德奇,刘珺,顾生,7426272.6645,19870330,上海,上海市,www.bankcomm.com,investor@bankcomm.com,89890.0,交通银行,交通银行,S480101,银行,银行,银行,S480000,S480100
580,601330.SH,绿色动力,深圳,绿色动力环保集团股份有限公司,"Dynagreen Environmental Protection Group Co., Ltd.",lsdl,主板,20180611,SSE,乔德卫,仲夏,朱曙光,139344.0,20000329,广东,深圳市,www.dynagreen.com.cn,ir@dynagreen.com.cn,2647.0,绿色动力,绿色动力,S410401,公用事业,环保工程及服务,环保工程及服务,S410000,S410400
581,601333.SH,广深铁路,深圳,广深铁路股份有限公司,Guangshen Railway Company Limited,gstl,主板,20061222,SSE,武勇,胡酃酃,唐向东,708353.7,19960306,广东,深圳市,www.gsrc.com,ir@gsrc.com,40543.0,广深铁路,广深铁路,S420701,交通运输,铁路运输,铁路运输,S420000,S420700
582,601336.SH,新华保险,北京,新华人寿保险股份有限公司,New China Life Insurance Company Ltd.,xhbx,主板,20111216,SSE,徐志斌,李全,龚兴峰,311954.66,19960928,北京,北京市,www.newchinalife.com,ir@newchinalife.com;kenneth.lee@tmf-group.com,35438.0,新华保险,新华保险,S490201,非银金融,保险,保险,S490000,S490200
583,601339.SH,百隆东方,浙江,百隆东方股份有限公司,"Bros Eastern.,Ltd",bldf,主板,20120612,SSE,杨卫新,杨勇,董奇涵,150000.0,20040429,浙江,宁波市,www.bros.com.cn,broseastern@bros.com.cn,16588.0,百隆东方,百隆东方,S350102,纺织服装,纺织制造,棉纺,S350000,S350100
584,601360.SH,三六零,天津,三六零安全科技股份有限公司,360 Security Technology Inc.,sll,主板,20120116,SSE,周鸿祎,周鸿祎,赵路明,714536.3197,19920620,天津,天津市,www.360.cn,q-zhengquan@360.cn,6639.0,三 六 零,三六零,S710201,计算机,计算机应用,软件开发,S710000,S710200
585,601369.SH,陕鼓动力,陕西,西安陕鼓动力股份有限公司,"Xi'An Shaangu Power Co., Ltd.",sgdl,主板,20100428,SSE,李宏安,陈党民,柴进,172677.3189,19990630,陕西,西安市,www.shaangu.com,securities@shaangu.com,3154.0,陕鼓动力,陕鼓动力,S640106,机械设备,通用机械,其它通用机械,S640000,S640100
586,601375.SH,中原证券,河南,中原证券股份有限公司,"Central China Securities Co., Ltd.",zyzq,主板,20170103,SSE,菅明军,朱建民,朱启本,464288.47,20021108,河南,郑州市,www.ccnew.com,zhuqb@ccnew.com;yangfeng@ccnew.com;investor@ccnew.com,2796.0,中原证券,中原证券,S490101,非银金融,证券,证券,S490000,S490100
587,601377.SH,兴业证券,福建,兴业证券股份有限公司,"Industrial Securities Co.,Ltd",xyzq,主板,20101013,SSE,杨华辉,刘志辉,郑城美,669667.1674,20000519,福建,福州市,www.xyzq.com.cn,xyzqdmc@xyzq.com.cn;zhengcm@xyzq.com.cn;zhangxg@xyzq.com.cn,9294.0,兴业证券,兴业证券,S490101,非银金融,证券,证券,S490000,S490100
588,601390.SH,中国中铁,北京,中国中铁股份有限公司,China Railway Group Limited,zgzt,主板,20071203,SSE,陈云,陈文健,何文,2457092.9283,20070912,北京,北京市,www.crec.cn,ir@crec.cn;hw@crecg.com;dyh@crecg.com,288729.0,中国中铁,中国中铁,S620304,建筑装饰,基础建设,铁路建设,S620000,S620300
589,601398.SH,工商银行,北京,中国工商银行股份有限公司,Industrial and Commercial Bank of China Limited,gsyh,主板,20061027,SSE,陈四清,廖林,官学清,35640625.7089,19851122,北京,北京市,www.icbc.com.cn\www.icbc-ltd.com,ir@icbc.com.cn,430335.0,工商银行,工商银行,S480101,银行,银行,银行,S480000,S480100
590,601500.SH,通用股份,江苏,江苏通用科技股份有限公司,"Jiangsu General Science Technology Co.,Ltd",tygf,主板,20160919,SSE,顾萃,程金元,卞亚波,107479.6667,20020819,江苏,无锡市,www.ty-tyre.com,jstongyong@ty-tyre.com,4172.0,通用股份,通用股份,S220601,化工,橡胶,轮胎,S220000,S220600
591,601512.SH,中新集团,江苏,中新苏州工业园区开发集团股份有限公司,China-Singapore Suzhou Industrial Park Development Group Co.Ltd.,zxjt,主板,20191220,SSE,赵志松,赵志松,唐筱卫,149889.0,19940813,江苏,苏州市,www.cssd.com.cn,securities@cssd.com.cn,1843.0,中新集团,中新集团,S430201,房地产,园区开发,园区开发,S430000,S430200
592,601515.SH,东风股份,广东,汕头东风印刷股份有限公司,"Shantou Dongfeng Printing Co.,Ltd",dfgf,主板,20120216,SSE,黄晓佳,王培玉,秋天,153574.3492,19831230,广东,汕头市,www.dfp.com.cn,zqb@dfp.com.cn,3811.0,东风股份,东风股份,S360201,轻工制造,包装印刷,包装印刷,S360000,S360200
593,601518.SH,吉林高速,吉林,吉林高速公路股份有限公司,"Jilin Expressway Co.,Ltd.",jlgs,主板,20100319,SSE,郝晶祥,马越舒,隋庆,135039.5121,20100301,吉林,长春市,www.jlgsgl.com,jlgs@jlgsgl.com;1135854168@qq.com,1062.0,吉林高速,吉林高速,S420201,交通运输,高速公路,高速公路,S420000,S420200
594,601519.SH,大智慧,上海,上海大智慧股份有限公司,Shanghai DZH Limited,dzh,主板,20110128,SSE,张志宏,张志宏,申睿波,202822.4,20001214,上海,上海市,www.gw.com.cn,Ir@gw.com.cn,980.0,大 智 慧,大智慧,S710201,计算机,计算机应用,软件开发,S710000,S710200
595,601555.SH,东吴证券,江苏,东吴证券股份有限公司,"Soochow Securities Co.,Ltd.",dwzq,主板,20111212,SSE,范力,范力,杨伟,500750.2651,19930410,江苏,苏州市,www.dwzq.com.cn,dwzqdb@dwzq.com.cn;pingl@dwzq.com.cn,3722.0,东吴证券,东吴证券,S490101,非银金融,证券,证券,S490000,S490100
596,601566.SH,九牧王,福建,九牧王股份有限公司,"Joeone Co.,Ltd",jmw,主板,20110530,SSE,林聪颖,陈加芽,吴徽荣,57463.715,20040311,福建,泉州市,www.joeone.cn,ir@joeone.net;joeone@joeone.net,6856.0,九 牧 王,九牧王,S350202,纺织服装,服装家纺,男装,S350000,S350200
597,601567.SH,三星医疗,浙江,宁波三星医疗电气股份有限公司,"Ningbo Sanxing Medical Electric Co. , Ltd.",sxyl,主板,20110615,SSE,沈国英,沈国英,郭粟,140103.2553,20070201,浙江,宁波市,www.sanxing.com,stock@mail.sanxing.com,5840.0,三星医疗,三星医疗,S630203,电气设备,电气自动化设备,计量仪表,S630000,S630200
598,601577.SH,长沙银行,湖南,长沙银行股份有限公司,"Bank of Changsha Co.,Ltd.",csyh,主板,20180926,SSE,赵小中,赵小中,杨敏佳,402155.3754,19970818,湖南,长沙市,www.bankofchangsha.com,bankofchangsha@cscb.cn,7618.0,长沙银行,长沙银行,S480101,银行,银行,银行,S480000,S480100
599,601579.SH,会稽山,浙江,会稽山绍兴酒股份有限公司,"Kuaijishan Shaoxing Rice Wine Co., Ltd.",kjs,主板,20140825,SSE,虞伟强,傅祖康,金雪泉,49736.0,19931018,浙江,绍兴市,www.kuaijishanwine.com,ir_kjs@kuaijishanwine.com,1430.0,会 稽 山,会稽山,S340306,食品饮料,饮料制造,黄酒,S340000,S340300
600,601588.SH,北辰实业,北京,北京北辰实业股份有限公司,Beijing North Star Company Limited,bcsy,主板,20061016,SSE,李伟东,李云,郭川,336702.0,19981009,北京,北京市,www.beijingns.com.cn,northstar@beijingns.com.cn,5725.0,北辰实业,北辰实业,S430101,房地产,房地产开发,房地产开发,S430000,S430100
601,601595.SH,上海电影,上海,上海电影股份有限公司,"Shanghai Film Co.,Ltd.",shdy,主板,20160817,SSE,王健儿,戴运,王蕊,44820.0,19941007,上海,上海市,www.sh-sfc.com,huayifan@sh-sfc.com;sygf@sh-sfc.com;ir@sh-sfc.com,1076.0,上海电影,上海电影,S720102,传媒,文化传媒,影视动漫,S720000,S720100
602,601598.SH,中国外运,北京,中国外运股份有限公司,Sinotrans Limited,zgwy,主板,20190118,SSE,王宏,宋嵘,李世础,740080.3875,20021120,北京,北京市,www.sinotrans.com,ir@sinotrans.com,33241.0,中国外运,中国外运,S420801,交通运输,物流,物流,S420000,S420800
603,601599.SH,浙文影业,浙江,浙文影业集团股份有限公司,"Zhewen Pictures Group co.,ltd",zwyy,主板,20110527,SSE,蒋国兴,缪进义,邹国栋,116054.2453,20021213,浙江,杭州市,www.lugangwool.com,info@lugangwool.com,3013.0,鹿港文化,鹿港文化,S350101,纺织服装,纺织制造,毛纺,S350000,S350100
604,601600.SH,中国铝业,北京,中国铝业股份有限公司,Aluminum Corporation of China Limited,zgly,主板,20070430,SSE,刘建平,朱润洲,王军,1702267.2951,20010910,北京,北京市,www.chalco.com.cn,IR@chalco.com.cn,63007.0,中国铝业,中国铝业,S240301,有色金属,工业金属,铝,S240000,S240300
605,601601.SH,中国太保,上海,中国太平洋保险(集团)股份有限公司,"China Pacific Insurance (Group) Co., Ltd.",zgtb,主板,20071225,SSE,孔庆伟,傅帆,苏少军,962034.1455,19910513,上海,上海市,www.cpic.com.cn,ir@cpic.com.cn,110940.0,中国太保,中国太保,S490201,非银金融,保险,保险,S490000,S490200
606,601606.SH,长城军工,安徽,安徽长城军工股份有限公司,"Anhui GreatWall Military Industry Co., Ltd",ccjg,主板,20180806,SSE,王本河,何勇,张兆忠,72422.84,20001116,安徽,合肥市,www.ahccjg.com.cn,ahccjg@ahccjg.com.cn,3843.0,长城军工,长城军工,S650301,国防军工,地面兵装,地面兵装,S650000,S650300
607,601608.SH,中信重工,河南,中信重工机械股份有限公司,"CITIC Heavy Industries Co., Ltd",zxzg,主板,20120706,SSE,俞章法,张志勇,苏伟,433941.9293,20080126,河南,洛阳市,www.citichmc.com,citic_hic@citic.com,6461.0,中信重工,中信重工,S640202,机械设备,专用设备,重型机械,S640000,S640200
608,601609.SH,金田铜业,浙江,宁波金田铜业(集团)股份有限公司,"Ningbo Jintian Copper(Group) Co., Ltd.",jtty,主板,20200422,SSE,楼国强,楼城,丁星驰,148048.0056,19920620,浙江,宁波市,www.jtgroup.com.cn,stock@jtgroup.com.cn,6977.0,金田铜业,金田铜业,S240302,有色金属,工业金属,铜,S240000,S240300
609,601611.SH,中国核建,上海,中国核工业建设股份有限公司,China Nuclear Engineering Corporation Limited,zghj,主板,20160606,SSE,陈宝智,戴雄彪,高金柱,264859.5695,20101221,上海,上海市,www.cnecc.com,dong_sh@cnecc.com;zhangyunpu@cnecc.com;gaojinzhu@cnecc.com,37216.0,中国核建,中国核建,S620305,建筑装饰,基础建设,其他基础建设,S620000,S620300
610,601615.SH,明阳智能,广东,明阳智慧能源集团股份公司,Ming Yang Smart Energy Group Limited,myzn,主板,20190123,SSE,张传卫,张传卫,刘建军,195632.6712,20060602,广东,中山市,www.mywind.com.cn,liujianjun@mywind.com.cn;jessicazheng@mywind.com.cn;myse@mywind.com.cn,10163.0,明阳智能,明阳智能,S630302,电气设备,电源设备,风电设备,S630000,S630300
611,601616.SH,广电电气,上海,上海广电电气(集团)股份有限公司,"Shanghai Guangdian Electric Group Co., Ltd.",gddq,主板,20110201,SSE,赵淑文,赵淑文,WANG HAO,93557.5,19951212,上海,上海市,www.sgeg.cn,office@csge.com,973.0,广电电气,广电电气,S630402,电气设备,高低压设备,中压设备,S630000,S630400
612,601618.SH,中国中冶,北京,中国冶金科工股份有限公司,Metallurgical Corporation of China Ltd.,zgzy,主板,20090921,SSE,张孟星,张孟星,曾刚,2072361.917,20081201,北京,北京市,www.mccchina.com,ir@mccchina.com;qyglc@mcc.com.cn,97894.0,中国中冶,中国中冶,S620404,建筑装饰,专业工程,其他专业工程,S620000,S620400
613,601619.SH,嘉泽新能,宁夏,宁夏嘉泽新能源股份有限公司,Ningxia Jiaze Renewables Corporation Limited,jzxn,主板,20170720,SSE,陈波,赵继伟,杨宁,243422.0009,20100416,宁夏,吴忠市,www.jzne.net.cn,jzfdxxpl@jzfdjt.com;chenzhixing@jzfdjt.com,99.0,嘉泽新能,嘉泽新能,S410105,公用事业,电力,新能源发电,S410000,S410100
614,601628.SH,中国人寿,北京,中国人寿保险股份有限公司,China Life Insurance Company Limited,zgrs,主板,20070109,SSE,袁长清,苏恒轩,利明光,2826470.5,20030630,北京,北京市,www.e-chinalife.com,ir@e-chinalife.com;liyh@e-chinalife.com,103154.0,中国人寿,中国人寿,S490201,非银金融,保险,保险,S490000,S490200
615,601633.SH,长城汽车,河北,长城汽车股份有限公司,Great Wall Motor Company Limited,ccqc,主板,20110928,SSE,魏建军,王凤英,徐辉,923571.3278,20010612,河北,保定市,www.gwm.com.cn,zqb@gwm.com.cn,66574.0,长城汽车,长城汽车,S280101,汽车,汽车整车,乘用车,S280000,S280100
616,601636.SH,旗滨集团,湖南,株洲旗滨集团股份有限公司,"Zhuzhou Kibing Group Co.,Ltd",qbjt,主板,20110812,SSE,姚培武,张柏忠,姚培武,268628.8065,20050708,湖南,株洲市,www.kibing-glass.com,info@kibing-glass.com;Peiwu.yao@kibing-glass.com;Junyu.wen@kibing-glass.com,8392.0,旗滨集团,旗滨集团,S610201,建筑材料,玻璃制造,玻璃制造,S610000,S610200
617,601658.SH,邮储银行,北京,中国邮政储蓄银行股份有限公司,"Postal Savings Bank of China Co.,Ltd.",ycyh,主板,20191210,SSE,张金良,刘建军,杜春野,8697856.22,20070306,北京,北京市,www.psbc.com,psbc.ir@psbcoa.com.cn,174785.0,邮储银行,邮储银行,S480101,银行,银行,银行,S480000,S480100
618,601666.SH,平煤股份,河南,平顶山天安煤业股份有限公司,"Pingdingshan Tianan Coal. Mining Co.,Ltd.",pmgf,主板,20061123,SSE,潘树启,王新义,许尽峰,232770.4469,19980317,河南,平顶山市,www.pmta.com.cn,pmgftzzgx@163.com;pmta@zgpmsm.cn;xujf@zgpmsm.cn,74266.0,平煤股份,平煤股份,S210201,采掘,煤炭开采,煤炭开采,S210000,S210200
619,601668.SH,中国建筑,北京,中国建筑股份有限公司,China State Construction Engineering Corporation Limited,zgjz,主板,20090729,SSE,郑学选,郑学选,薛克庆,4194816.7844,20071210,北京,北京市,www.cscec.com,ir@cscec.com,356864.0,中国建筑,中国建筑,S620101,建筑装饰,房屋建设,房屋建设,S620000,S620100
620,601669.SH,中国电建,北京,中国电力建设股份有限公司,"Power Construction Corporation of China,Ltd",zgdj,主板,20111018,SSE,丁焰章,王斌,丁永泉,1529903.5024,20091130,北京,北京市,www.powerchina.cn,zgsd@sinohydro.com;zgdj@powerchina.cn,132125.0,中国电建,中国电建,S620303,建筑装饰,基础建设,水利工程,S620000,S620300
621,601677.SH,明泰铝业,河南,河南明泰铝业股份有限公司,"Henan Mingtai Al.Industrial Co.,Ltd.",mtly,主板,20110919,SSE,马廷义,刘杰,雷鹏,68258.232,19970418,河南,郑州市,www.hngymt.com,mtzqb601677@126.com;mtzqb601677@hngymt.com,5301.0,明泰铝业,明泰铝业,S240301,有色金属,工业金属,铝,S240000,S240300
622,601678.SH,滨化股份,山东,滨化集团股份有限公司,"Befar Group Co., Ltd",bhgf,主板,20100223,SSE,任元滨,任元滨,李芳,205803.6276,19980521,山东,滨州市,www.befar.com,befar@befar.com;board@befar.com,3346.0,滨化股份,滨化股份,S220313,化工,化学制品,聚氨酯,S220000,S220300
